Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Expenses,Children,Age,Relationship Status,TotalAcceptedCmp,NumTotalPurchases,Customer_Day
1,87771.0,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1957,1,62,1,5,19,563
1,33039.0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,78,1,43,1,0,6,453
1,81741.0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,1572,0,41,0,0,19,538
2,71499.0,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,795,1,50,1,0,24,529
2,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,1,51,1,0,21,325
3,48799.0,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,331,1,58,0,0,12,574
3,52157.0,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,265,1,71,1,0,10,153
1,66565.0,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,1065,1,59,0,0,15,938
2,29298.0,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,11,2,70,1,0,3,515
1,47691.0,2013-05-07,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,21,1,42,0,0,3,578
1,38200.0,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,2,51,1,0,3,877
1,44989.0,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,1,47,1,0,11,727
3,38443.0,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,38,2,53,1,0,4,313
2,38593.0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,177,1,43,0,0,8,449
3,64413.0,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,279,1,51,1,0,11,697
2,36959.0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,62,1,40,1,0,5,664
3,61996.0,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1230,1,44,1,4,18,674
1,51287.0,2014-01-04,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,182,2,53,1,0,8,336
1,13260.0,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,49,2,51,1,0,6,470
3,47472.0,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,75,2,55,1,0,6,446
2,54603.0,2013-09-07,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,227,2,65,1,0,10,455
3,45207.0,2012-10-11,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,215,2,47,1,1,10,786
1,40689.0,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,444,1,70,1,0,13,628
2,47821.0,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,2,54,1,0,4,412
2,27450.0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,143,0,70,1,0,6,600
1,39453.0,2014-03-04,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,55,1,38,1,0,5,277
2,26850.0,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,63,2,50,1,0,7,232
1,79800.0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,1867,0,66,0,4,21,804
2,61794.0,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,611,1,60,1,0,18,448
1,53863.0,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,473,1,66,1,1,15,203
1,24221.0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,0,62,1,0,5,473
3,39684.0,2012-12-10,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,81,1,37,0,1,5,726
2,92163.0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,2086,0,46,1,3,21,724
2,69882.0,2013-10-11,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1478,0,56,0,0,19,421
1,33178.0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,49,1,44,1,0,4,310
3,59973.0,2013-11-09,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,382,0,49,1,0,14,392
2,17459.0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,69,1,46,1,1,6,443
1,23910.0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,67,1,52,0,0,5,771
2,42169.0,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,30,2,52,1,0,4,413
2,26224.0,2013-04-06,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,63,1,43,1,0,6,609
1,31089.0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,79,1,40,1,0,7,841
1,30081.0,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,42,1,60,0,0,4,653
1,62807.0,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,819,1,61,1,0,20,827
1,72906.0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,1151,0,66,0,0,16,445
3,61467.0,2012-09-12,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,594,2,73,1,0,17,815
2,49618.0,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,129,2,55,1,0,7,679
2,21888.0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,213,1,35,0,1,8,707
1,42429.0,2014-11-02,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,67,1,48,0,0,5,34
1,26150.0,2013-11-03,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,28,3,65,0,0,4,398
0,30801.0,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,1,46,1,0,4,771
1,81168.0,2014-07-05,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,1193,0,56,1,1,17,154
2,26877.0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,268,0,52,0,0,10,474
2,45006.0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,266,0,77,0,0,11,506
0,18978.0,2012-11-12,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,37,1,48,1,0,4,754
1,22574.0,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,3,54,1,0,5,404
3,48240.0,2012-09-11,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,882,0,52,0,1,22,816
1,45837.0,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,373,2,47,1,0,13,498
2,35791.0,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,3,56,0,0,4,549
3,162397.0,2013-03-06,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,107,2,45,1,0,1,640
1,54162.0,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,2,43,0,0,4,628
2,30522.0,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,326,1,61,1,0,12,841
3,54456.0,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,404,1,60,1,0,14,394
1,31632.0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,95,0,50,0,0,5,510
1,72298.0,2014-10-03,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,939,0,72,0,2,13,64
2,36975.0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,33,1,43,0,0,4,343
2,72635.0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,981,0,66,1,1,20,640
1,13624.0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,36,1,45,1,0,5,685
1,84196.0,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1237,1,46,0,0,19,640
1,70971.0,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1825,1,61,1,1,27,806
3,34487.0,2012-06-09,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,103,2,44,0,0,6,910
1,28769.0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,191,1,44,0,0,9,718
3,69084.0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1586,1,51,1,0,23,382
3,65488.0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,963,0,63,1,0,13,176
2,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,1,51,1,0,21,325
2,32218.0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,93,0,61,0,2,6,294
1,83917.0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1587,0,48,0,1,20,597
1,46102.0,2014-10-03,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,3,59,0,0,3,64
1,84574.0,2013-04-06,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,1375,0,69,0,0,31,609
1,56181.0,2013-08-01,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,393,1,59,1,0,13,492
2,63120.0,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1477,1,71,0,1,21,799
1,73691.0,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1179,1,50,1,1,16,543
1,63381.0,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,1,61,1,0,22,940
3,76140.0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,1348,0,73,1,0,20,207
3,62859.0,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1307,1,62,0,0,19,706
1,45906.0,2013-07-05,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,486,1,57,0,1,13,519
2,77632.0,2013-10-03,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,2252,0,74,1,3,12,429
3,46463.0,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,235,2,50,1,0,10,475
1,105471.0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,1724,0,51,1,3,30,684
2,55282.0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,235,1,51,0,0,10,358
2,78710.0,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1092,1,44,1,0,25,197
1,66886.0,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,599,1,63,1,0,15,446
2,98777.0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2008,0,61,0,1,19,292
1,29103.0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,48,1,36,1,0,4,831
1,67445.0,2012-12-08,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1174,1,47,1,0,27,728
3,50616.0,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,67,1,71,1,0,6,237
1,49431.0,2012-03-08,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,365,1,66,0,0,13,1003
1,153924.0,2014-07-02,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,46,0,0,0,157
1,61278.0,2014-04-01,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,165,1,68,1,0,8,249
2,26490.0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,0,63,1,0,9,805
3,73059.0,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1095,1,74,1,0,25,462
3,46734.0,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,223,3,55,0,1,8,411
1,56253.0,2012-07-12,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,597,1,58,1,0,18,877
1,19986.0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,1,36,1,0,3,387
1,58330.0,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,1,46,0,0,23,346
0,25965.0,2012-07-09,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,74,0,41,1,0,5,880
2,14661.0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,26,0,65,1,0,4,704
1,18690.0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,0,62,1,0,4,708
3,45068.0,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,1,47,1,0,3,569
0,21063.0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,59,1,34,0,0,5,437
3,29187.0,2013-09-05,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,34,1,53,1,0,4,457
2,54690.0,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,198,2,50,1,0,9,513
3,59304.0,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1048,1,57,1,0,25,495
2,59247.0,2013-08-11,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,574,2,59,0,0,16,482
1,66731.0,2012-12-09,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1029,1,51,0,0,13,727
1,77353.0,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,670,1,41,1,0,18,355
3,52614.0,2012-01-12,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,1,46,0,0,14,1059
1,26751.0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,11,2,47,1,0,3,198
3,81300.0,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1241,1,58,1,2,18,767
1,70337.0,2014-02-01,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,576,0,42,0,0,16,308
2,36145.0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,172,1,36,1,2,8,538
3,65295.0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,664,0,41,0,0,19,348
1,68118.0,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,1,58,0,0,21,414
1,68743.0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2074,0,54,0,0,29,828
2,41039.0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,467,0,39,1,0,14,499
1,38946.0,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,257,1,66,1,0,10,408
1,65777.0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,1146,0,54,1,0,16,352
3,66476.0,2013-07-03,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,689,1,45,0,0,18,521
3,86857.0,2012-12-09,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,0,49,0,1,21,727
3,160803.0,2012-04-08,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,1717,0,39,1,0,29,972
3,77845.0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,1346,0,32,1,2,20,204
3,69476.0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,1044,0,52,1,0,14,432
3,50611.0,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,493,1,61,0,2,16,970
1,61209.0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,957,0,51,0,0,12,468
2,42315.0,2013-12-07,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,270,1,63,1,0,9,364
0,13084.0,2013-02-11,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,29,0,69,1,0,4,663
2,47570.0,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,121,2,72,0,1,6,556
2,61923.0,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,126,2,60,1,0,7,498
1,34824.0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,23,0,26,0,0,3,255
3,26518.0,2013-08-04,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,57,2,72,0,1,5,489
1,45938.0,2013-03-11,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,636,0,60,0,0,18,635
1,78468.0,2014-09-04,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,1004,0,61,1,1,27,93
1,78901.0,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,734,1,48,0,0,17,445
1,71427.0,2014-12-03,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,614,2,43,1,0,18,3
1,71022.0,2014-11-02,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1453,1,43,0,1,18,34
2,90247.0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,1621,0,33,0,4,14,221
2,41335.0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,1,53,0,0,9,345
1,71952.0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,1,35,1,2,20,431
3,35682.0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,57,1,51,0,0,5,162
1,43185.0,2013-10-04,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,637,1,70,0,0,18,428
3,66375.0,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,948,1,73,1,1,11,380
2,35178.0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,59,1,50,1,2,4,431
1,25252.0,2013-12-07,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,18,1,35,1,0,3,364
2,55250.0,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,903,1,56,0,0,22,776
1,33249.0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,1,46,0,0,6,654
1,58398.0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,596,0,68,1,0,17,571
1,50272.0,2013-07-08,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,233,1,39,1,0,10,516
3,76618.0,2012-07-12,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,1511,0,46,1,0,10,877
2,87305.0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,1152,0,61,0,2,16,804
1,25851.0,2013-11-02,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,48,1,43,1,0,5,399
1,58710.0,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1185,1,51,0,0,25,615
1,45160.0,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,21,2,63,0,0,3,252
2,74806.0,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,965,1,56,1,0,14,717
1,59111.0,2013-02-05,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,869,0,67,1,0,20,669
3,18988.0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,16,1,37,1,0,4,197
1,72190.0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,1947,0,56,1,0,15,661
1,7500.0,2012-01-08,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,71,1,45,1,2,7,1063
1,44794.0,2014-08-06,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,1,55,1,0,5,122
1,80395.0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,1380,0,66,1,1,23,378
2,75012.0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,1027,0,45,0,0,22,315
2,56962.0,2013-11-10,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,411,3,56,1,0,14,391
1,89891.0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,836,0,30,1,1,25,600
3,35946.0,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,11,2,72,0,0,3,435
3,53593.0,2012-07-08,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,480,2,68,1,0,15,881
1,66373.0,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,2,43,1,0,16,365
3,45072.0,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,284,3,73,0,0,11,416
1,89694.0,2013-09-10,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,1472,2,48,0,3,11,452
1,72025.0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,1677,0,72,1,4,25,221
1,67432.0,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,1335,1,48,1,0,17,617
2,70545.0,2014-03-06,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,334,1,69,1,0,12,275
0,17487.0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,18,1,32,1,0,3,628
1,62882.0,2012-09-08,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1338,1,52,1,0,18,819
3,64108.0,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,1099,1,68,0,0,26,623
2,34941.0,2013-06-03,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,97,2,65,1,0,6,551
3,48767.0,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,63,3,71,0,0,6,339
2,38702.0,2013-01-08,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,109,1,43,1,0,7,697
1,82224.0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,902,0,57,1,1,20,315
1,83844.0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,1574,0,69,1,1,19,366
2,17003.0,2013-09-12,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,38,1,46,1,0,6,450
1,71163.0,2014-09-03,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,960,0,26,0,0,23,94
1,33697.0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,28,1,51,0,1,3,447
2,63564.0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,1215,0,67,1,2,27,311
3,83443.0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,1497,0,49,1,0,21,340
3,51518.0,2013-03-10,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,449,1,63,1,0,15,636
1,58330.0,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,1,46,0,0,23,346
1,80952.0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,1757,0,52,1,4,24,646
1,75507.0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,0,42,1,0,20,304
2,63855.0,2013-09-02,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,1006,0,43,1,0,23,460
3,62220.0,2012-11-08,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,1226,1,49,1,1,18,758
1,58512.0,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,1171,1,57,1,0,15,443
2,40662.0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,92,1,42,1,0,6,631
3,38829.0,2014-06-04,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,99,1,62,1,0,7,185
2,35523.0,2013-03-10,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,66,1,40,1,0,6,636
1,79146.0,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,564,2,54,0,0,17,226
2,78285.0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,1427,0,33,1,0,20,404
3,31626.0,2013-10-05,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,86,1,43,0,2,5,427
1,75127.0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,833,0,69,0,0,18,198
1,48726.0,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,242,1,66,1,0,9,588
